дата,ряд,показатель,значение,единица,источник_файл,флаг
2026-01-01,Бюджет ПМР 2026,"Доходы республиканского бюджета, ИТОГО ВСЕГО",2727607990.0,рублей ПМР,Приложение № 1 (доходы РБ) (тек. ред. на 28.05.26г.).xlsx,"лист 'после папки 117', строка 77, колонка ВСЕГО"
2026-01-01,Бюджет ПМР 2026,"Расходы республиканского бюджета, ИТОГО Всего",5524279716.0,рублей ПМР,Приложение № 2 (расходы РБ) (тек. ред. на 06.06.26г.).xlsx,"лист 'после папки 141', строка 316, колонка D 'Всего'"
