дата,ряд,показатель,значение,единица,источник_файл,флаг
2018-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Carbune,1474.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Gaz natural,12004.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Produse petroliere,2610.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Biocombustibili si deseuri,30827.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie electrica,5916.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie termica,5122.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Total,53348.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Carbune,2635.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Gaz natural,12276.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Produse petroliere,2410.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Biocombustibili si deseuri,25456.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie electrica,6019.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie termica,4552.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Total,54127.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Carbune,1788.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Gaz natural,13645.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Produse petroliere,2296.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Biocombustibili si deseuri,25594.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie electrica,6233.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie termica,4571.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Total,57075.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Carbune,1882.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Gaz natural,16273.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Produse petroliere,2300.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Biocombustibili si deseuri,24932.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie electrica,6576.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie termica,5112.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Total,46334.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Carbune,1593.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Gaz natural,11680.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Produse petroliere,2153.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Biocombustibili si deseuri,20414.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie electrica,6292.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie termica,4202.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Total,43360.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Carbune,1318.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Gaz natural,9721.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Produse petroliere,2098.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Biocombustibili si deseuri,20159.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie electrica,6013.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie termica,4049.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Total,44370.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Carbune,1313.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Gaz natural,10744.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Produse petroliere,2160.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Biocombustibili si deseuri,19057.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie electrica,6677.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Sectorul rezidential (populatie) | Energie termica,4419.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,11180.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,1186.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3565.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,683.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,329.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,3184.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,2233.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,10609.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,1232.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3238.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,315.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,287.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,3292.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,2245.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,10573.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,1004.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3377.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,200.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,329.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,3387.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,2276.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,10900.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,1099.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3675.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,141.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,291.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,3465.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,2229.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,10355.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,784.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3462.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,197.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,481.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,3580.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1851.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,10952.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,749.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3544.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,234.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,383.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,4198.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1844.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,11250.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,761.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3948.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,126.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,425.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,4064.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1926.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,11195.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,773.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3860.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,98.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,495.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,4227.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1742.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,11833.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,753.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,4001.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,48.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,510.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,4654.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1867.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,11429.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,678.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,4019.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,51.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,458.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,4632.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1591.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,10663.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,618.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3599.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,42.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,381.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,4513.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1510.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,12223.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,668.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,4219.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,32.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,418.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,5081.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1805.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,11138.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,606.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3538.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,43.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,436.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,5164.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1351.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,10273.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,631.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,2465.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,53.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,492.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,5357.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1274.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Total,11178.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Carbune,592.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Gaz natural,3172.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Produse petroliere,53.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Biocombustibili si deseuri,379.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie electrica,5587.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,..Comert si servicii publice | Energie termica,1395.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",2973.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",4.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",96.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",2623.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",21.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",194.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",35.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",2905.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",5.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",86.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",2551.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",27.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",193.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",43.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",2521.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",6.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",132.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",2122.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",33.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",185.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",43.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",2700.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",20.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",148.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",2273.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",32.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",189.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",38.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",2723.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",18.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",70.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",2369.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Biocombustibili si deseuri",44.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie electrica",174.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Energie termica",48.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Total",2989.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Carbune",29.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Gaz natural",89.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,"..Agricultura, silvicultura si pescuit | Produse petroliere",2674.0,ТДж,ENE020300_20260809-014024.xlsx,
