дата,ряд,показатель,значение,единица,источник_файл,флаг
2022-06-01,Comtrade импорт газа 271121 (месячный),World | количество,19099700.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-06-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,19099700.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-06-01,Comtrade импорт газа 271121 (месячный),World | энергия,1031.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,23200367.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,19099700.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,19099700.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1031.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-07-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,27907607.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-07-01,Comtrade импорт газа 271121 (месячный),World | количество,20010900.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-07-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,20010900.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-07-01,Comtrade импорт газа 271121 (месячный),World | энергия,1081.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,27907607.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,20010900.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,20010900.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1081.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-08-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,41713321.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-08-01,Comtrade импорт газа 271121 (месячный),World | количество,20521500.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-08-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,20521500.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-08-01,Comtrade импорт газа 271121 (месячный),World | энергия,1107.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,41713321.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,20521500.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,20521500.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1107.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-09-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,90462644.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-09-01,Comtrade импорт газа 271121 (месячный),World | количество,34452900.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-09-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,34452900.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-09-01,Comtrade импорт газа 271121 (месячный),World | энергия,1863.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,90462644.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,34452900.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,34452900.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1863.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-10-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,45367738.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-10-01,Comtrade импорт газа 271121 (месячный),World | количество,32881321.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-10-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,32881321.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-10-01,Comtrade импорт газа 271121 (месячный),World | энергия,1738.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,43352902.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,30987000.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,30987000.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1635.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-11-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,83789479.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-11-01,Comtrade импорт газа 271121 (месячный),World | количество,73466075.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-11-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,73466075.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,83029696.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,72624100.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,72624100.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,3932.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-12-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,100877782.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-12-01,Comtrade импорт газа 271121 (месячный),World | количество,75452858.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-12-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,75452858.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-12-01,Comtrade импорт газа 271121 (месячный),World | энергия,4085.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2022-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,7785002.0,USD,TradeData_8_9_2026_2_17_18.csv,
2022-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,7071440.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,7071440.0,кг,TradeData_8_9_2026_2_17_18.csv,
2022-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,381.0,ТДж,TradeData_8_9_2026_2_17_18.csv,
2021-01-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,24543971.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-01-01,Comtrade импорт газа 271121 (месячный),World | количество,135641000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-01-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,135641000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-01-01,Comtrade импорт газа 271121 (месячный),World | энергия,7368.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-01-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,24543971.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-01-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,135641000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-01-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,135641000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-01-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,7368.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-02-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,24644858.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-02-01,Comtrade импорт газа 271121 (месячный),World | количество,136682000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-02-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,136682000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-02-01,Comtrade импорт газа 271121 (месячный),World | энергия,7404.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-02-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,24644858.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-02-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,136682000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-02-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,136682000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-02-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,7404.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-03-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,20682088.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-03-01,Comtrade импорт газа 271121 (месячный),World | количество,116684000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-03-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,116684000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-03-01,Comtrade импорт газа 271121 (месячный),World | энергия,6321.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-03-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,20682088.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-03-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,116684000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-03-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,116684000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-03-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,6321.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-04-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,17831065.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-04-01,Comtrade импорт газа 271121 (месячный),World | количество,62258700.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-04-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,62258700.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-04-01,Comtrade импорт газа 271121 (месячный),World | энергия,3382.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-04-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,17831065.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-04-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,62258700.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-04-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,62258700.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-04-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,3382.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-05-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,14045759.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-05-01,Comtrade импорт газа 271121 (месячный),World | количество,36418000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-05-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,36418000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-05-01,Comtrade импорт газа 271121 (месячный),World | энергия,1978.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-05-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,14045759.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-05-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,36418000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-05-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,36418000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-05-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1978.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-06-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,10602255.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-06-01,Comtrade импорт газа 271121 (месячный),World | количество,23046200.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-06-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,23046200.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-06-01,Comtrade импорт газа 271121 (месячный),World | энергия,1251.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,10602255.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,23046200.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,23046200.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1251.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-07-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,11100229.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-07-01,Comtrade импорт газа 271121 (месячный),World | количество,21262300.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-07-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,21262300.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-07-01,Comtrade импорт газа 271121 (месячный),World | энергия,1154.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,11100229.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,21262300.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,21262300.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-07-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1154.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-08-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,14438286.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-08-01,Comtrade импорт газа 271121 (месячный),World | количество,22531700.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-08-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,22531700.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-08-01,Comtrade импорт газа 271121 (месячный),World | энергия,1223.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,14438286.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,22531700.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,22531700.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-08-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1223.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-09-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,20907106.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-09-01,Comtrade импорт газа 271121 (месячный),World | количество,26538900.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-09-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,26538900.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-09-01,Comtrade импорт газа 271121 (месячный),World | энергия,1442.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,20907106.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,26538900.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,26538900.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-09-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1442.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-10-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,53333575.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-10-01,Comtrade импорт газа 271121 (месячный),World | количество,45150788.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-10-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,45150788.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-10-01,Comtrade импорт газа 271121 (месячный),World | энергия,2444.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,43138067.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,37273500.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,37273500.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-10-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,2055.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-11-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,77921810.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-11-01,Comtrade импорт газа 271121 (месячный),World | количество,108301350.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-11-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,108301350.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-11-01,Comtrade импорт газа 271121 (месячный),World | энергия,5872.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,73128377.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,104041000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,104041000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-11-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,5643.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-12-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,86534757.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-12-01,Comtrade импорт газа 271121 (месячный),World | количество,132729000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-12-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,132729000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-12-01,Comtrade импорт газа 271121 (месячный),World | энергия,7205.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2021-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,86534757.0,USD,TradeData_8_9_2026_2_17_28.csv,
2021-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,132729000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,132729000.0,кг,TradeData_8_9_2026_2_17_28.csv,
2021-12-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,7205.0,ТДж,TradeData_8_9_2026_2_17_28.csv,
2016-01-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,42826074.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-01-01,Comtrade импорт газа 271121 (месячный),World | количество,1349170.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-01-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,1349170.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-01-01,Comtrade импорт газа 271121 (месячный),World | энергия,6603.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-01-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,42826074.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-01-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,1349170.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-01-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,1349170.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-01-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,6603.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-02-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,28214013.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-02-01,Comtrade импорт газа 271121 (месячный),World | количество,8901060.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-02-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,8901060.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-02-01,Comtrade импорт газа 271121 (месячный),World | энергия,4350.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-02-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,28214013.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-02-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,8901060.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-02-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,8901060.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-02-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,4350.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-03-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,25473448.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-03-01,Comtrade импорт газа 271121 (месячный),World | количество,80474300.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-03-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,80474300.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-03-01,Comtrade импорт газа 271121 (месячный),World | энергия,3928.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-03-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,25473448.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-03-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,80474300.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-03-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,80474300.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-03-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,3928.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-04-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,7334186.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-04-01,Comtrade импорт газа 271121 (месячный),World | количество,3321052.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-04-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,3321052.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-04-01,Comtrade импорт газа 271121 (месячный),World | энергия,1435.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-04-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,7208622.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-04-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,2895320.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-04-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,2895320.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-04-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1412.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-05-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,6456423.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-05-01,Comtrade импорт газа 271121 (месячный),World | количество,2588950.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-05-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,2588950.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-05-01,Comtrade импорт газа 271121 (месячный),World | энергия,1265.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-05-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,6456423.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-05-01,Comtrade импорт газа 271121 (месячный),Russian Federation | количество,2588950.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-05-01,Comtrade импорт газа 271121 (месячный),Russian Federation | нетто-вес,2588950.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-05-01,Comtrade импорт газа 271121 (месячный),Russian Federation | энергия,1265.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-06-01,Comtrade импорт газа 271121 (месячный),World | стоимость CIF,6377380.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-06-01,Comtrade импорт газа 271121 (месячный),World | количество,2570670.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-06-01,Comtrade импорт газа 271121 (месячный),World | нетто-вес,2570670.0,кг,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-06-01,Comtrade импорт газа 271121 (месячный),World | энергия,1250.0,ТДж,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
2016-06-01,Comtrade импорт газа 271121 (месячный),Russian Federation | стоимость CIF,6377380.0,USD,TradeData_8_9_2026_2_18_36.csv,подозрительно: количество занижено ~в 7 раз
