дата,ряд,показатель,значение,единица,источник_файл,флаг
2015-01-01,Электробаланс ПМР,Получено электроэнергии из-за пределов республики (ПМР),1.6,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 8.10, стр. PDF 105"
2015-01-01,Электробаланс ПМР,Потреблено электроэнергии внутри республики (ПМР),1770.4,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 8.10, стр. PDF 105"
2015-01-01,Электробаланс ПМР,Отпущено электроэнергии за пределы республики (ПМР),3342.5,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 8.10, стр. PDF 105"
2016-01-01,Электробаланс ПМР,Произведено электроэнергии (ПМР),4946.3,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2016-01-01,Электробаланс ПМР,Получено электроэнергии из-за пределов республики (ПМР),1.4,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2016-01-01,Электробаланс ПМР,Потреблено электроэнергии внутри республики (ПМР),1604.7,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2016-01-01,Электробаланс ПМР,Отпущено электроэнергии за пределы республики (ПМР),3343.0,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2017-01-01,Электробаланс ПМР,Произведено электроэнергии (ПМР),4067.2,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2017-01-01,Электробаланс ПМР,Получено электроэнергии из-за пределов республики (ПМР),1.7,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2017-01-01,Электробаланс ПМР,Потреблено электроэнергии внутри республики (ПМР),1790.4,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2017-01-01,Электробаланс ПМР,Отпущено электроэнергии за пределы республики (ПМР),2278.5,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2018-01-01,Электробаланс ПМР,Произведено электроэнергии (ПМР),4434.7,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2018-01-01,Электробаланс ПМР,Получено электроэнергии из-за пределов республики (ПМР),1.7,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2018-01-01,Электробаланс ПМР,Потреблено электроэнергии внутри республики (ПМР),1892.5,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2018-01-01,Электробаланс ПМР,Отпущено электроэнергии за пределы республики (ПМР),2543.9,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2019-01-01,Электробаланс ПМР,Произведено электроэнергии (ПМР),4756.0,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2019-01-01,Электробаланс ПМР,Получено электроэнергии из-за пределов республики (ПМР),1.7,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2019-01-01,Электробаланс ПМР,Потреблено электроэнергии внутри республики (ПМР),1901.0,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2019-01-01,Электробаланс ПМР,Отпущено электроэнергии за пределы республики (ПМР),2856.7,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2020-01-01,Электробаланс ПМР,Произведено электроэнергии (ПМР),5196.0,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2020-01-01,Электробаланс ПМР,Получено электроэнергии из-за пределов республики (ПМР),1.7,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2020-01-01,Электробаланс ПМР,Потреблено электроэнергии внутри республики (ПМР),1946.0,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2020-01-01,Электробаланс ПМР,Отпущено электроэнергии за пределы республики (ПМР),3251.7,млн кВт·ч,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 8.13, стр. PDF 105"
2001-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",525.2,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2001-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),522.2,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2001-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),196.4,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2005-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",464.1,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2005-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),456.1,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2005-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),164.8,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2010-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",550.3,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2010-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),538.7,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2010-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),174.3,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
2011-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",615.4,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2011-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),601.7,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2011-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),184.5,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2012-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",625.1,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2012-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),611.1,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2012-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),184.1,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2013-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",603.3,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2013-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),590.3,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2013-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),180.6,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2014-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",593.6,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2014-01-01,Сетевой газ ПМР,Отпущено сетевого газа потребителям (ПМР),582.6,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2014-01-01,Сетевой газ ПМР,Отпущено сетевого газа населению (ПМР),180.1,млн м³,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 4.4.7, стр. PDF 78"
2015-01-01,Сетевой газ ПМР,"Подано сетевого газа в сеть (ПМР, коммунальная сеть)",569.7,млн м³,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 4.4.7, стр. PDF 82"
